beat_id,section,start,end,production_route,execution_mode,frame_family,style_reference_name,style_reference_media_id,factual_source_origin,job_input_after_preprocessing,prepared_input_required,raw_docs_do_not_attach,exact_text,support_text,composition,legal_guardrail,production_prompt,status
B103,S12,855.180,861.280,SOURCE_STYLED_GENERATION,EDITOR_ONLY_NO_HIGGSFIELD,T02,,,EBAY_HQ_2018_CC_BY_SA.jpg,EBAY_HQ_2018_CC_BY_SA.jpg,NONE,S013_EBAY_2026_SETTLEMENT_STATEMENT_REFERENCE.html,UNPROFESSIONAL COMMUNICATIONS,,stacked headline on left 30%; large real photo or source portrait in a paper frame center; narrow clipped status note on right; red tape strip above; subtle file-folder edge,"Do not change legal status, amount, chronology, attribution, or allegation/finding posture.","BEAT B103 — EDITOR BUILD / NO HIGGSFIELD JOB
PURPOSE: UNPROFESSIONAL COMMUNICATIONS
NARRATION: ""It also acknowledged what it described as unprofessional communications involving Wenig, Wymer and Jones.""
TEXT: ""UNPROFESSIONAL COMMUNICATIONS""
SOURCES: EBAY_HQ_2018_CC_BY_SA.jpg.
BUILD: stacked headline on left 30%; large real photo or source portrait in a paper frame center; narrow clipped status note on right; red tape strip above; subtle file-folder edge
AUTHENTICITY: verified source facts/pixels only; no fake legal document, no AI-redrawn evidence.
SUBTITLES: bottom 22% completely quiet.
LEGAL: Do not change legal status, amount, chronology, attribution, or allegation/finding posture.",EDITOR_READY_OR_PREP_SPEC_ONLY__NO_PAID_JOB
B104,S12,862.240,869.060,HYBRID_SOURCE_EDITORIAL,HIGGSFIELD_CANDIDATE_BLOCKED,T03,R6_STYLE_NEUTRAL_EVIDENCE,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC010_SUMMARY_JUDGMENT_ORDER.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B104_DC010_SUMMARY_JUDGMENT_ORDER.png; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B104_DC010_SUMMARY_JUDGMENT_ORDER.png,,NO JURY VERDICT ON SURVIVING CLAIMS,,single document crop mounted high-center on warm paper; headline upper-left; one yellow or red highlight over the exact relevant line; small source/date line above subtitle-safe zone,"Do not change legal status, amount, chronology, attribution, or allegation/finding posture.","BEAT B104 — 16:9 WHAT IT COST
PURPOSE: NO JURY VERDICT ON SURVIVING CLAIMS
NARRATION: ""But the settlement meant there would be no jury verdict deciding the surviving civil-liability questions against those former executives.""
TEXT: ""NO JURY VERDICT ON SURVIVING CLAIMS""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B104_DC010_SUMMARY_JUDGMENT_ORDER.png; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; STYLE LAST: R6_STYLE_NEUTRAL_EVIDENCE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: single document crop mounted high-center on warm paper; headline upper-left; one yellow or red highlight over the exact relevant line; small source/date line above subtitle-safe zone
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Do not change legal status, amount, chronology, attribution, or allegation/finding posture.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B105,S12,870.120,880.540,SOURCE_STYLED_GENERATION,HIGGSFIELD_CANDIDATE_BLOCKED,T01,R6_STYLE_NEUTRAL_EVIDENCE,PENDING_OWNER_APPROVAL_NOT_GENERATED,NATICK_CENTER_2020_CC_BY_SA.jpg;EBAY_HQ_2018_CC_BY_SA.jpg,NATICK_CENTER_2020_CC_BY_SA.jpg; EBAY_HQ_2018_CC_BY_SA.jpg,NONE,,PUBLIC RECORD ≠ EVERY QUESTION ANSWERED,,two-source asymmetrical collage: dominant authentic source upper-right and smaller context crop upper-left; headline mid-left; black negative space below; one subtle binder-clip or file-tab element,"Do not change legal status, amount, chronology, attribution, or allegation/finding posture.","BEAT B105 — 16:9 WHAT IT COST
PURPOSE: PUBLIC RECORD ≠ EVERY QUESTION ANSWERED
NARRATION: ""So the ending is not that a court answered every question. It did not. What the public record does show is enough. A small publication criticized a global marketplace.""
TEXT: ""PUBLIC RECORD ≠ EVERY QUESTION ANSWERED""
ATTACH: NATICK_CENTER_2020_CC_BY_SA.jpg; EBAY_HQ_2018_CC_BY_SA.jpg; STYLE LAST: R6_STYLE_NEUTRAL_EVIDENCE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: two-source asymmetrical collage: dominant authentic source upper-right and smaller context crop upper-left; headline mid-left; black negative space below; one subtle binder-clip or file-tab element
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Do not change legal status, amount, chronology, attribution, or allegation/finding posture.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_NEUTRAL_STYLE_REF
B106,S12,881.420,888.700,SOURCE_STYLED_GENERATION,HIGGSFIELD_CANDIDATE_BLOCKED,T01,R6_STYLE_NEUTRAL_EVIDENCE,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC001_CRUSH_THIS_LADY.png;DC003_TAKE_HER_DOWN.png;EBAY_HQ_2018_CC_BY_SA.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B106_DC001_CRUSH_THIS_LADY.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B106_DC003_TAKE_HER_DOWN.png; EBAY_HQ_2018_CC_BY_SA.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B106_DC001_CRUSH_THIS_LADY.png;12B_SOURCE_ASSETS/R6_PREP/R6P_B106_DC003_TAKE_HER_DOWN.png,,CRITICISM → CORPORATE SECURITY,,full-width source strip across upper 60%; headline block at lower-left but entirely above subtitle-safe band; one tiny source/date tag; restrained paper edge and red tick,"Do not change legal status, amount, chronology, attribution, or allegation/finding posture.","BEAT B106 — 16:9 WHAT IT COST
PURPOSE: CRITICISM → CORPORATE SECURITY
NARRATION: ""Inside eBay, that criticism generated escalating internal hostility. The issue moved into corporate security.""
TEXT: ""CRITICISM → CORPORATE SECURITY""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B106_DC001_CRUSH_THIS_LADY.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B106_DC003_TAKE_HER_DOWN.png; EBAY_HQ_2018_CC_BY_SA.jpg; STYLE LAST: R6_STYLE_NEUTRAL_EVIDENCE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: full-width source strip across upper 60%; headline block at lower-left but entirely above subtitle-safe band; one tiny source/date tag; restrained paper edge and red tick
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Do not change legal status, amount, chronology, attribution, or allegation/finding posture.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B107,S12,889.200,897.020,SOURCE_STYLED_GENERATION,HIGGSFIELD_CANDIDATE_BLOCKED,T06,R6_STYLE_NEUTRAL_MAP_TIMELINE,PENDING_OWNER_APPROVAL_NOT_GENERATED,DOJ_FBI_PIG_MASK_AND_BOOK.jpg;GENERIC_GPS_TRACKER_CC0.jpg;DC023_OBSTRUCTION_DELETION.png,DOJ_FBI_PIG_MASK_AND_BOOK.jpg; GENERIC_GPS_TRACKER_CC0.jpg; 12B_SOURCE_ASSETS/R6_PREP/R6P_B107_DC023_OBSTRUCTION_DELETION.png,12B_SOURCE_ASSETS/R6_PREP/R6P_B107_DC023_OBSTRUCTION_DELETION.png,,HARASSMENT • SURVEILLANCE • OBSTRUCTION,,horizontal date spine across upper third with 2–3 verified event markers; one real source/photo anchor right; headline left; folder tab and restrained red progress line,"Do not change legal status, amount, chronology, attribution, or allegation/finding posture.","BEAT B107 — 16:9 WHAT IT COST
PURPOSE: HARASSMENT • SURVEILLANCE • OBSTRUCTION
NARRATION: ""Security personnel planned and carried out harassment and surveillance. When police began investigating, the problem expanded into obstruction.""
TEXT: ""HARASSMENT • SURVEILLANCE • OBSTRUCTION""
ATTACH: DOJ_FBI_PIG_MASK_AND_BOOK.jpg; GENERIC_GPS_TRACKER_CC0.jpg; 12B_SOURCE_ASSETS/R6_PREP/R6P_B107_DC023_OBSTRUCTION_DELETION.png; STYLE LAST: R6_STYLE_NEUTRAL_MAP_TIMELINE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: horizontal date spine across upper third with 2–3 verified event markers; one real source/photo anchor right; headline left; folder tab and restrained red progress line
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Do not change legal status, amount, chronology, attribution, or allegation/finding posture.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B108,S12,897.900,900.400,HYBRID_SOURCE_EDITORIAL,HIGGSFIELD_CANDIDATE_BLOCKED,T07,R6_STYLE_NEUTRAL_DOSSIER_LEGAL,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC011_SEVEN_GUILTY_DOJ.png,12B_SOURCE_ASSETS/R6_PREP/R6P_B108_DC011_SEVEN_GUILTY_DOJ.png,12B_SOURCE_ASSETS/R6_PREP/R6P_B108_DC011_SEVEN_GUILTY_DOJ.png,,SEVEN GUILTY PLEAS,,one authentic sentencing/plea source panel upper-right; large exact outcome left; smaller supporting participant line beneath; file-tab and red rule,"Do not change legal status, amount, chronology, attribution, or allegation/finding posture.","BEAT B108 — 16:9 WHAT IT COST
PURPOSE: SEVEN GUILTY PLEAS
NARRATION: ""Seven prosecuted participants pleaded guilty.""
TEXT: ""SEVEN GUILTY PLEAS""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B108_DC011_SEVEN_GUILTY_DOJ.png; STYLE LAST: R6_STYLE_NEUTRAL_DOSSIER_LEGAL [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: one authentic sentencing/plea source panel upper-right; large exact outcome left; smaller supporting participant line beneath; file-tab and red rule
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Do not change legal status, amount, chronology, attribution, or allegation/finding posture.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B109,S12,901.260,911.140,HYBRID_SOURCE_EDITORIAL,HIGGSFIELD_CANDIDATE_BLOCKED,T04,R6_STYLE_NEUTRAL_DOSSIER_LEGAL,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;EBAY_HQ_2018_CC_BY_SA.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B109_DC015_DPA_CRIMINAL_PENALTY.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B109_DC016_DPA_COMPLIANCE_MONITOR.png; EBAY_HQ_2018_CC_BY_SA.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B109_DC015_DPA_CRIMINAL_PENALTY.png;12B_SOURCE_ASSETS/R6_PREP/R6P_B109_DC016_DPA_COMPLIANCE_MONITOR.png,,$3M PENALTY • INDEPENDENT MONITOR,,asymmetrical settlement sheet: amount and short label left; authentic filing/company context right; one paper tab with exact legal qualifier; no extra numbers,DPA is not a conviction. $3M criminal DPA penalty is separate from the $55.7M civil settlement package.,"BEAT B109 — 16:9 WHAT IT COST
PURPOSE: $3M PENALTY • INDEPENDENT MONITOR
NARRATION: ""eBay itself later entered a federal deferred prosecution agreement, admitted detailed facts, paid a three-million-dollar criminal penalty, and accepted an independent monitor.""
TEXT: ""$3M PENALTY • INDEPENDENT MONITOR""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B109_DC015_DPA_CRIMINAL_PENALTY.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B109_DC016_DPA_COMPLIANCE_MONITOR.png; EBAY_HQ_2018_CC_BY_SA.jpg; STYLE LAST: R6_STYLE_NEUTRAL_DOSSIER_LEGAL [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: asymmetrical settlement sheet: amount and short label left; authentic filing/company context right; one paper tab with exact legal qualifier; no extra numbers
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: DPA is not a conviction. $3M criminal DPA penalty is separate from the $55.7M civil settlement package.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B110,S12,911.840,921.080,HYBRID_SOURCE_EDITORIAL,HIGGSFIELD_CANDIDATE_BLOCKED,T06,R6_STYLE_NEUTRAL_MAP_TIMELINE,PENDING_OWNER_APPROVAL_NOT_GENERATED,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,NONE,S020_D986_STIPULATION_DISMISSAL.pdf,FIRST SETTLEMENT FAILED,,"single temporal pivot frame: date card left, authentic source image right, one small next-step cue; black paper texture and restrained red underline","Do not change legal status, amount, chronology, attribution, or allegation/finding posture.","BEAT B110 — 16:9 WHAT IT COST
PURPOSE: FIRST SETTLEMENT FAILED
NARRATION: ""Years of civil litigation then pushed unresolved questions about responsibility higher into the organization. The first twenty twenty-six settlement failed.""
TEXT: ""FIRST SETTLEMENT FAILED""
ATTACH: LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; STYLE LAST: R6_STYLE_NEUTRAL_MAP_TIMELINE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: single temporal pivot frame: date card left, authentic source image right, one small next-step cue; black paper texture and restrained red underline
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Do not change legal status, amount, chronology, attribution, or allegation/finding posture.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_NEUTRAL_STYLE_REF
B111,S12,921.900,926.520,HYBRID_SOURCE_EDITORIAL,HIGGSFIELD_CANDIDATE_BLOCKED,T04,R6_STYLE_NEUTRAL_DOSSIER_LEGAL,PENDING_OWNER_APPROVAL_NOT_GENERATED,EBAY_HQ_2018_CC_BY_SA.jpg,EBAY_HQ_2018_CC_BY_SA.jpg,NONE,S020_D986_STIPULATION_DISMISSAL.pdf,$55.7M SETTLEMENT PACKAGE,,one dominant exact amount on left or upper-left; authentic source/context crop on right; one narrow allocation/clarifier strip; paper ledger texture and a restrained red marker; no dashboard grid,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment.","BEAT B111 — 16:9 WHAT IT COST
PURPOSE: $55.7M SETTLEMENT PACKAGE
NARRATION: ""The second ended the case with a fifty-five-point-seven-million-dollar settlement package.""
TEXT: ""$55.7M SETTLEMENT PACKAGE""
ATTACH: EBAY_HQ_2018_CC_BY_SA.jpg; STYLE LAST: R6_STYLE_NEUTRAL_DOSSIER_LEGAL [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: one dominant exact amount on left or upper-left; authentic source/context crop on right; one narrow allocation/clarifier strip; paper ledger texture and a restrained red marker; no dashboard grid
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: $55.7M is the announced civil settlement package, not a judgment or eBay-only payment.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_NEUTRAL_STYLE_REF
B112,S12,927.320,937.400,HYBRID_SOURCE_EDITORIAL,HIGGSFIELD_CANDIDATE_BLOCKED,T04,R6_STYLE_NEUTRAL_DOSSIER_LEGAL,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC011_SEVEN_GUILTY_DOJ.png;DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png;DC015_DPA_CRIMINAL_PENALTY.png,12B_SOURCE_ASSETS/R6_PREP/R6P_B112_DC011_SEVEN_GUILTY_DOJ.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B112_DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B112_DC015_DPA_CRIMINAL_PENALTY.png,12B_SOURCE_ASSETS/R6_PREP/R6P_B112_DC011_SEVEN_GUILTY_DOJ.png;12B_SOURCE_ASSETS/R6_PREP/R6P_B112_DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png;12B_SOURCE_ASSETS/R6_PREP/R6P_B112_DC015_DPA_CRIMINAL_PENALTY.png,,PERSONAL + CORPORATE LEGAL COSTS,,large money figure centered high; supporting source image in a bordered panel behind/right; one clipped legal caveat card; thin red underline; generous black negative space,DPA is not a conviction.,"BEAT B112 — 16:9 WHAT IT COST
PURPOSE: PERSONAL + CORPORATE LEGAL COSTS
NARRATION: ""There were personal costs: guilty pleas and prison sentences. There were corporate legal costs: federal charges, a D-P-A, a penalty, and monitoring.""
TEXT: ""PERSONAL + CORPORATE LEGAL COSTS""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B112_DC011_SEVEN_GUILTY_DOJ.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B112_DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B112_DC015_DPA_CRIMINAL_PENALTY.png; STYLE LAST: R6_STYLE_NEUTRAL_DOSSIER_LEGAL [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: large money figure centered high; supporting source image in a bordered panel behind/right; one clipped legal caveat card; thin red underline; generous black negative space
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: DPA is not a conviction.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B113,S12,938.280,942.180,HYBRID_SOURCE_EDITORIAL,HIGGSFIELD_CANDIDATE_BLOCKED,T04,R6_STYLE_NEUTRAL_DOSSIER_LEGAL,PENDING_OWNER_APPROVAL_NOT_GENERATED,EBAY_HQ_2018_CC_BY_SA.jpg,EBAY_HQ_2018_CC_BY_SA.jpg,NONE,S020_D986_STIPULATION_DISMISSAL.pdf,CIVIL COSTS — TENS OF MILLIONS,,asymmetrical settlement sheet: amount and short label left; authentic filing/company context right; one paper tab with exact legal qualifier; no extra numbers,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment.","BEAT B113 — 16:9 WHAT IT COST
PURPOSE: CIVIL COSTS — TENS OF MILLIONS
NARRATION: ""And there were civil financial costs measured i n tens of millions of dollars.""
TEXT: ""CIVIL COSTS — TENS OF MILLIONS""
ATTACH: EBAY_HQ_2018_CC_BY_SA.jpg; STYLE LAST: R6_STYLE_NEUTRAL_DOSSIER_LEGAL [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: asymmetrical settlement sheet: amount and short label left; authentic filing/company context right; one paper tab with exact legal qualifier; no extra numbers
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: $55.7M is the announced civil settlement package, not a judgment or eBay-only payment.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_NEUTRAL_STYLE_REF
